Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Industry,Sector,Revenue,Competitors
Senior Data Scientist (f/m/d),"Technological innovations have fundamentally changed the game. Today, our digitally savvy customers demand a premium experience across all channels and touchpoints. And that’s where Erste Group’s IT entities come into play. We believe that the future of banking is digital and we want to be among the creators and innovators who redefine it. We are ready to go the extra mile to wow our clients. You do too? Then hit the “apply now” button.

Senior Data Scientist (f/m/d)
Erste Group IT International (EG IT INT) is the IT service provider of Erste Group, supplying solutions to all entities. It provides development, implementation and integration as well as operation of group-wide solutions. Aimed at offering the best service at the best price, EG IT INT plays a key strategic role within Erste Group.

We are looking for a Senior Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for data, modeling and algorithms.

Your goal will be to help our company analyze trends to make better decisions.

Your Tasks

You deliver data science assignments and tasks in data driven projects/ programs in which learning from data and getting added value from data insights has a significant part (Innovation, Big Data, Data Science and AI, Data Analytics projects and similar)
You are ready to deliver independently simple and complex tasks and assignments, not only within his specification
You show genuine curiosity and thinking about innovative problem solutions
You collaborate together with our business units to identify and deliver solutions for critical business challenges
You deliver and support in all phases of the full Data Science process, but with different level of expectations and allocation, depending on the concrete project/prototype like business understanding, analytic approach, data requirements and collection, data understanding, modelling and algorithms, evaluation and interpretation, deployment and solution development support and monitoring and tuning support

Your Background

You have a Bachelor’s or Masters degree with a focus on quantitative disciplines

You have a good understanding of common machine learning algorithms and ability to teach junior data scientists across the organization

Your understanding of banking business is good

You are experienced in Data Analytics and Visualization Tooland have knowledge in machine learning areas (NLP, deep learning, etc.)

You gained advanced knowledge in Big Data Ecosystem components (SQOOP, HIVE, IMPALA, OOZIE, KUDU, etc.), and Cloud technologies (MS Azure, AWS)

You have knowledge of Python, R, SPARK, KNIME, etc. and first hand experience in visualization tools like Tableau, QLIK, R Shiny

You are able to handle the full data science lifecycle incl. deployment and operation of analytical models.

Your language skills: English full professional proficiency

Our Offer
We offer an autonomous and diversified position in an experienced team with international experience.
We support your professional and personal development at all times. Our employees appreciate attractive career opportunities, flexible working hours, numerous social benefits and a professional working atmosphere.

A competitive and performance-related salary dependent on your professional and personal qualifications is granted - the minimum wage for this position in accordance with the respective collective agreement is EUR 49.910,- gross per year

Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin

Discover and enjoy the benefits of Erste Group

Interested?

We are looking forward to fill the position at the earliest possible date - apply now! #believeinyourself

Degree of Employment: Full-Time

Primary Location: Vienna

Online bewerben

Follow us on:",-1,Erste Group IT International GmbH,Österreich,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist (f/m/d),"Technological innovations have fundamentally changed the game. Today, our digitally savvy customers demand a premium experience across all channels and touchpoints. And that’s where Erste Group’s IT entities come into play. We believe that the future of banking is digital and we want to be among the creators and innovators who redefine it. We are ready to go the extra mile to wow our clients. You do too? Then hit the “apply now” button.

Senior Data Scientist (f/m/d)
Erste Group IT International (EG IT INT) is the IT service provider of Erste Group, supplying solutions to all entities. It provides development, implementation and integration as well as operation of group-wide solutions. Aimed at offering the best service at the best price, EG IT INT plays a key strategic role within Erste Group.

We are looking for a Senior Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for data, modeling and algorithms.

Your goal will be to help our company analyze trends to make better decisions.

Your Tasks

You deliver data science assignments and tasks in data driven projects/ programs in which learning from data and getting added value from data insights has a significant part (Innovation, Big Data, Data Science and AI, Data Analytics projects and similar)
You are ready to deliver independently simple and complex tasks and assignments, not only within his specification
You show genuine curiosity and thinking about innovative problem solutions
You collaborate together with our business units to identify and deliver solutions for critical business challenges
You deliver and support in all phases of the full Data Science process, but with different level of expectations and allocation, depending on the concrete project/prototype like business understanding, analytic approach, data requirements and collection, data understanding, modelling and algorithms, evaluation and interpretation, deployment and solution development support and monitoring and tuning support

Your Background

You have a Bachelor’s or Masters degree with a focus on quantitative disciplines

You have a good understanding of common machine learning algorithms and ability to teach junior data scientists across the organization

Your understanding of banking business is good

You are experienced in Data Analytics and Visualization Tooland have knowledge in machine learning areas (NLP, deep learning, etc.)

You gained advanced knowledge in Big Data Ecosystem components (SQOOP, HIVE, IMPALA, OOZIE, KUDU, etc.), and Cloud technologies (MS Azure, AWS)

You have knowledge of Python, R, SPARK, KNIME, etc. and first hand experience in visualization tools like Tableau, QLIK, R Shiny

You are able to handle the full data science lifecycle incl. deployment and operation of analytical models.

Your language skills: English full professional proficiency

Our Offer
We offer an autonomous and diversified position in an experienced team with international experience.
We support your professional and personal development at all times. Our employees appreciate attractive career opportunities, flexible working hours, numerous social benefits and a professional working atmosphere.

A competitive and performance-related salary dependent on your professional and personal qualifications is granted - the minimum wage for this position in accordance with the respective collective agreement is EUR 49.910,- gross per year

Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin

Discover and enjoy the benefits of Erste Group

Interested?

We are looking forward to fill the position at the earliest possible date - apply now! #believeinyourself

Degree of Employment: Full-Time

Primary Location: Vienna

Online bewerben

Follow us on:",-1,Erste Group IT International GmbH,Österreich,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist (f/m/d),"Technological innovations have fundamentally changed the game. Today, our digitally savvy customers demand a premium experience across all channels and touchpoints. And that’s where Erste Group’s IT entities come into play. We believe that the future of banking is digital and we want to be among the creators and innovators who redefine it. We are ready to go the extra mile to wow our clients. You do too? Then hit the “apply now” button.

Senior Data Scientist (f/m/d)
Erste Group IT International (EG IT INT) is the IT service provider of Erste Group, supplying solutions to all entities. It provides development, implementation and integration as well as operation of group-wide solutions. Aimed at offering the best service at the best price, EG IT INT plays a key strategic role within Erste Group.

We are looking for a Senior Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for data, modeling and algorithms.

Your goal will be to help our company analyze trends to make better decisions.

Your Tasks

You deliver data science assignments and tasks in data driven projects/ programs in which learning from data and getting added value from data insights has a significant part (Innovation, Big Data, Data Science and AI, Data Analytics projects and similar)
You are ready to deliver independently simple and complex tasks and assignments, not only within his specification
You show genuine curiosity and thinking about innovative problem solutions
You collaborate together with our business units to identify and deliver solutions for critical business challenges
You deliver and support in all phases of the full Data Science process, but with different level of expectations and allocation, depending on the concrete project/prototype like business understanding, analytic approach, data requirements and collection, data understanding, modelling and algorithms, evaluation and interpretation, deployment and solution development support and monitoring and tuning support

Your Background

You have a Bachelor’s or Masters degree with a focus on quantitative disciplines

You have a good understanding of common machine learning algorithms and ability to teach junior data scientists across the organization

Your understanding of banking business is good

You are experienced in Data Analytics and Visualization Tooland have knowledge in machine learning areas (NLP, deep learning, etc.)

You gained advanced knowledge in Big Data Ecosystem components (SQOOP, HIVE, IMPALA, OOZIE, KUDU, etc.), and Cloud technologies (MS Azure, AWS)

You have knowledge of Python, R, SPARK, KNIME, etc. and first hand experience in visualization tools like Tableau, QLIK, R Shiny

You are able to handle the full data science lifecycle incl. deployment and operation of analytical models.

Your language skills: English full professional proficiency

Our Offer
We offer an autonomous and diversified position in an experienced team with international experience.
We support your professional and personal development at all times. Our employees appreciate attractive career opportunities, flexible working hours, numerous social benefits and a professional working atmosphere.

A competitive and performance-related salary dependent on your professional and personal qualifications is granted - the minimum wage for this position in accordance with the respective collective agreement is EUR 49.910,- gross per year

Erste Group considers the diversity of its employees as key to innovation and success. As employer we are proud to offer everyone equal chances, irrespective of age, skin colour, religious belief, gender, sexual orientation or origin

Discover and enjoy the benefits of Erste Group

Interested?

We are looking forward to fill the position at the earliest possible date - apply now! #believeinyourself

Degree of Employment: Full-Time

Primary Location: Vienna

Online bewerben

Follow us on:",-1,Erste Group IT International GmbH,Österreich,-1,-1,-1,-1,-1,-1,-1
Data Scientist,"Data Scientist

Jobs

für den Standort Hagenberg (ca. 20 km von Linz) / Vollzeit

Das erwartet dich - Du:
entwickelst Strategien zur Analyse der bestehenden Daten.
konsolidierst Daten und generierst Insights aus strukturierten und nicht strukturierten Quellen.
arbeitest eng mit dem Produktmanagement zusammen um Anforderungen für Analysen zu verstehen und umzusetzen.
erarbeitest gemeinsam mit der Entwicklung Strategien um fehlende oder zusätzliche Daten zu erheben.
programmierst selbständig Auswertungen.
verantwortest den Prozess der Datananalyse, -aufbereitung und Interpretation.
fungierst als Schnittstelle zu anderen Fachbereichen wie IT, Marketing, Vertrieb etc.
Das bringst du mit - Du:
verfügst über ein abgeschlossenes Studium in Data Science, Informatik bzw. Software Engineering mit Schwerpunkt in Data Science o.ä.
bringst mind. 7 Jahre Erfahrung sowie ausgezeichnetes mathematisches und statistisches Know-How mit.
hast Erfahrung in der Verarbeitung, Modellierung und Visualisierung von Daten.
besitzt ein strukturiertes und sorgfältiges Vorgehen sowie eine genaue und ergebnisorientierte Arbeitsweise.
arbeitest gerne im Team und nach agilen Prinzipien (SCRUM).
verfügst über sehr gute Deutsch- sowie gute Englischkenntnisse.
Das bekommst du von uns:
Großartige Projekte: Du bist Teil einer internationalen Erfolgs-Story mit österreichischen Wurzeln.
Flexibles Arbeitsmodell: Gleitzeit ohne Kernzeit und Homeoffice - deine Arbeit kannst du dir flexibel einteilen.
Freitag frei: Alle 14 Tage verlängern wir dein Wochenende mit einer 4-Tage-Woche.
Weiterbildung ist uns wichtig: Deshalb werden Besuche von Konferenzen und Ausbildungen gefördert.
Faire Entlohnung: Einstiegsgehalt bei entsprechender Qualifikation 4.000€ brutto (IT Kollektivvertrag, Spezielle Tätigkeit 1, Erfahrungsstufe) bei Vollzeitanstellung (38,5h / Woche). Eine Überzahlung ist bei entsprechender Qualifikation selbstverständlich. Wer gerne mehr arbeitet, kann zusätzlich eine Überstundenpauschale vereinbaren.

Deine Bewerbungsunterlagen schickst du bitte per Mail an karriere@bluesource.at.

“Wir freuen uns, dich zu einem Vorstellungsgespräch bei uns einladen zu dürfen.""",-1,Blue source,Hagenberg,-1,1 to 50 Employees,-1,Business Services,Consulting,$1 to $5 million (USD),-1
Data Scientist (m/f/d),"Proxygen harnesses the cellular protein quality control system to develop therapies against cancer and other life-threatening diseases. We are focused on particular small molecules called “molecular glue degraders” which mediate recruitment of a disease-causing protein to a ubiquitin ligase where it is ubiquitinated and directed to the proteasome for degradation. Hence, instead of merely blocking the function of harmful proteins, molecular glue degraders enable their complete and selective elimination.

Proxygen is located in the VBC6 Startup Labs, a new co-working space for biotech companies embedded in the Vienna Biocenter campus, one of Europe’s hotspots for life sciences. Within this context, Proxygen creates a vibrant, dynamic, and inclusive work environment with a strong emphasis on collaboration and teamwork.

We are looking for an enthusiastic full-time Data Scientist (f/m/d) excited to join our team.

What exactly we are looking for

PhD in computational biology, bioinformatics or in the life sciences – applicants with a master’s degree and 4+ years of relevant experience will also be considered
Proven scientific track record in the analysis of high-dimensional biological datasets, such as genomics, transcriptomics, and proteomics data (including at least one first author publication)
Extensive knowledge of programming languages such as Python and/or R, as well as bash scripting, familiarity with data visualization packages (matplotlib, seaborn, ggplot) is a plus
Solid background in statistics
Experience in machine learning algorithms, version control (Git) and database management are of advantage
Excellent organizational skills and attention for detail
Good written and oral communication skills in English are required
Positive attitude, reliability, professionalism, and team player mentality

What your main responsibilities will be

Design, implementation, and execution of analysis pipelines for proprietary and public omics datasets, with a focus on next-generation sequencing (CRISPR screens, transcriptomics) and proteomics data
Experimental design, statistical analysis, and interpretation of results in close collaboration with wet-lab scientists
Establishment and maintenance of internal data processing, analysis, and management framework
Internal training in data analysis
Accurate and meticulous recording of work processes and results according to internal documentation practices. Preparation of publication-quality visualizations of results and contribution to external communication and reporting

What we offer

International & multidisciplinary team of scientists consisting of molecular biologists, computational biologists, and chemists
Participation in cutting edge research with the overall goal to improve therapeutic options for cancer patients
Opportunity to contribute to one of the hottest fields in drug discovery
Support of professional development according to individual goals and aspirations
Competitive salary based on the applicant’s skills and experience
Access to state-of-the-art infrastructure
Progression into a team leader role

About Vienna

The Austrian capital has come out on top of “the world’s highest quality of living” rankings for the past ten years and recently won “the world’s greenest city” award in 2020. Reasons for Vienna’s prime positioning include:
Affordable high-quality housing, reliable and affordable public transport
International airport with non-stop flights to all major cities in Europe
First-class public healthcare and public educational system
Parks, recreational areas, and other green spaces constituting 50% of the urban area
Large variety of cultural facilities and leisure activities inside and outside the city
Young, international population & very high penetrance of English as a second language

The monthly minimum (gross) salary for this position amounts to €54.600 per year. Salary and conditions are commensurate to the experience of the candidate and can be negotiated.

Application details

Please submit your comprehensive application, including a detailed letter of motivation and curriculum vitae with contact details of two referees to hr@proxygen.com as a single PDF. Applications will be reviewed on a rolling basis until the position is filled.",-1,Proxygen,Gerasdorf bei Wien,-1,-1,-1,-1,-1,-1,-1
Data Scientist (m/f/d),"Proxygen harnesses the cellular protein quality control system to develop therapies against cancer and other life-threatening diseases. We are focused on particular small molecules called “molecular glue degraders” which mediate recruitment of a disease-causing protein to a ubiquitin ligase where it is ubiquitinated and directed to the proteasome for degradation. Hence, instead of merely blocking the function of harmful proteins, molecular glue degraders enable their complete and selective elimination.

Proxygen is located in the VBC6 Startup Labs, a new co-working space for biotech companies embedded in the Vienna Biocenter campus, one of Europe’s hotspots for life sciences. Within this context, Proxygen creates a vibrant, dynamic, and inclusive work environment with a strong emphasis on collaboration and teamwork.

We are looking for an enthusiastic full-time Data Scientist (f/m/d) excited to join our team.

What exactly we are looking for

PhD in computational biology, bioinformatics or in the life sciences – applicants with a master’s degree and 4+ years of relevant experience will also be considered
Proven scientific track record in the analysis of high-dimensional biological datasets, such as genomics, transcriptomics, and proteomics data (including at least one first author publication)
Extensive knowledge of programming languages such as Python and/or R, as well as bash scripting, familiarity with data visualization packages (matplotlib, seaborn, ggplot) is a plus
Solid background in statistics
Experience in machine learning algorithms, version control (Git) and database management are of advantage
Excellent organizational skills and attention for detail
Good written and oral communication skills in English are required
Positive attitude, reliability, professionalism, and team player mentality

What your main responsibilities will be

Design, implementation, and execution of analysis pipelines for proprietary and public omics datasets, with a focus on next-generation sequencing (CRISPR screens, transcriptomics) and proteomics data
Experimental design, statistical analysis, and interpretation of results in close collaboration with wet-lab scientists
Establishment and maintenance of internal data processing, analysis, and management framework
Internal training in data analysis
Accurate and meticulous recording of work processes and results according to internal documentation practices. Preparation of publication-quality visualizations of results and contribution to external communication and reporting

What we offer

International & multidisciplinary team of scientists consisting of molecular biologists, computational biologists, and chemists
Participation in cutting edge research with the overall goal to improve therapeutic options for cancer patients
Opportunity to contribute to one of the hottest fields in drug discovery
Support of professional development according to individual goals and aspirations
Competitive salary based on the applicant’s skills and experience
Access to state-of-the-art infrastructure
Progression into a team leader role

About Vienna

The Austrian capital has come out on top of “the world’s highest quality of living” rankings for the past ten years and recently won “the world’s greenest city” award in 2020. Reasons for Vienna’s prime positioning include:
Affordable high-quality housing, reliable and affordable public transport
International airport with non-stop flights to all major cities in Europe
First-class public healthcare and public educational system
Parks, recreational areas, and other green spaces constituting 50% of the urban area
Large variety of cultural facilities and leisure activities inside and outside the city
Young, international population & very high penetrance of English as a second language

The monthly minimum (gross) salary for this position amounts to €54.600 per year. Salary and conditions are commensurate to the experience of the candidate and can be negotiated.

Application details

Please submit your comprehensive application, including a detailed letter of motivation and curriculum vitae with contact details of two referees to hr@proxygen.com as a single PDF. Applications will be reviewed on a rolling basis until the position is filled.",-1,Proxygen,Gerasdorf bei Wien,-1,-1,-1,-1,-1,-1,-1
Data Scientist (m/f/d),"Proxygen harnesses the cellular protein quality control system to develop therapies against cancer and other life-threatening diseases. We are focused on particular small molecules called “molecular glue degraders” which mediate recruitment of a disease-causing protein to a ubiquitin ligase where it is ubiquitinated and directed to the proteasome for degradation. Hence, instead of merely blocking the function of harmful proteins, molecular glue degraders enable their complete and selective elimination.

Proxygen is located in the VBC6 Startup Labs, a new co-working space for biotech companies embedded in the Vienna Biocenter campus, one of Europe’s hotspots for life sciences. Within this context, Proxygen creates a vibrant, dynamic, and inclusive work environment with a strong emphasis on collaboration and teamwork.

We are looking for an enthusiastic full-time Data Scientist (f/m/d) excited to join our team.

What exactly we are looking for

PhD in computational biology, bioinformatics or in the life sciences – applicants with a master’s degree and 4+ years of relevant experience will also be considered
Proven scientific track record in the analysis of high-dimensional biological datasets, such as genomics, transcriptomics, and proteomics data (including at least one first author publication)
Extensive knowledge of programming languages such as Python and/or R, as well as bash scripting, familiarity with data visualization packages (matplotlib, seaborn, ggplot) is a plus
Solid background in statistics
Experience in machine learning algorithms, version control (Git) and database management are of advantage
Excellent organizational skills and attention for detail
Good written and oral communication skills in English are required
Positive attitude, reliability, professionalism, and team player mentality

What your main responsibilities will be

Design, implementation, and execution of analysis pipelines for proprietary and public omics datasets, with a focus on next-generation sequencing (CRISPR screens, transcriptomics) and proteomics data
Experimental design, statistical analysis, and interpretation of results in close collaboration with wet-lab scientists
Establishment and maintenance of internal data processing, analysis, and management framework
Internal training in data analysis
Accurate and meticulous recording of work processes and results according to internal documentation practices. Preparation of publication-quality visualizations of results and contribution to external communication and reporting

What we offer

International & multidisciplinary team of scientists consisting of molecular biologists, computational biologists, and chemists
Participation in cutting edge research with the overall goal to improve therapeutic options for cancer patients
Opportunity to contribute to one of the hottest fields in drug discovery
Support of professional development according to individual goals and aspirations
Competitive salary based on the applicant’s skills and experience
Access to state-of-the-art infrastructure
Progression into a team leader role

About Vienna

The Austrian capital has come out on top of “the world’s highest quality of living” rankings for the past ten years and recently won “the world’s greenest city” award in 2020. Reasons for Vienna’s prime positioning include:
Affordable high-quality housing, reliable and affordable public transport
International airport with non-stop flights to all major cities in Europe
First-class public healthcare and public educational system
Parks, recreational areas, and other green spaces constituting 50% of the urban area
Large variety of cultural facilities and leisure activities inside and outside the city
Young, international population & very high penetrance of English as a second language

The monthly minimum (gross) salary for this position amounts to €54.600 per year. Salary and conditions are commensurate to the experience of the candidate and can be negotiated.

Application details

Please submit your comprehensive application, including a detailed letter of motivation and curriculum vitae with contact details of two referees to hr@proxygen.com as a single PDF. Applications will be reviewed on a rolling basis until the position is filled.",-1,Proxygen,Gerasdorf bei Wien,-1,-1,-1,-1,-1,-1,-1
Data Scientist (m/f/d),"Proxygen harnesses the cellular protein quality control system to develop therapies against cancer and other life-threatening diseases. We are focused on particular small molecules called “molecular glue degraders” which mediate recruitment of a disease-causing protein to a ubiquitin ligase where it is ubiquitinated and directed to the proteasome for degradation. Hence, instead of merely blocking the function of harmful proteins, molecular glue degraders enable their complete and selective elimination.

Proxygen is located in the VBC6 Startup Labs, a new co-working space for biotech companies embedded in the Vienna Biocenter campus, one of Europe’s hotspots for life sciences. Within this context, Proxygen creates a vibrant, dynamic, and inclusive work environment with a strong emphasis on collaboration and teamwork.

We are looking for an enthusiastic full-time Data Scientist (f/m/d) excited to join our team.

What exactly we are looking for

PhD in computational biology, bioinformatics or in the life sciences – applicants with a master’s degree and 4+ years of relevant experience will also be considered
Proven scientific track record in the analysis of high-dimensional biological datasets, such as genomics, transcriptomics, and proteomics data (including at least one first author publication)
Extensive knowledge of programming languages such as Python and/or R, as well as bash scripting, familiarity with data visualization packages (matplotlib, seaborn, ggplot) is a plus
Solid background in statistics
Experience in machine learning algorithms, version control (Git) and database management are of advantage
Excellent organizational skills and attention for detail
Good written and oral communication skills in English are required
Positive attitude, reliability, professionalism, and team player mentality

What your main responsibilities will be

Design, implementation, and execution of analysis pipelines for proprietary and public omics datasets, with a focus on next-generation sequencing (CRISPR screens, transcriptomics) and proteomics data
Experimental design, statistical analysis, and interpretation of results in close collaboration with wet-lab scientists
Establishment and maintenance of internal data processing, analysis, and management framework
Internal training in data analysis
Accurate and meticulous recording of work processes and results according to internal documentation practices. Preparation of publication-quality visualizations of results and contribution to external communication and reporting

What we offer

International & multidisciplinary team of scientists consisting of molecular biologists, computational biologists, and chemists
Participation in cutting edge research with the overall goal to improve therapeutic options for cancer patients
Opportunity to contribute to one of the hottest fields in drug discovery
Support of professional development according to individual goals and aspirations
Competitive salary based on the applicant’s skills and experience
Access to state-of-the-art infrastructure
Progression into a team leader role

About Vienna

The Austrian capital has come out on top of “the world’s highest quality of living” rankings for the past ten years and recently won “the world’s greenest city” award in 2020. Reasons for Vienna’s prime positioning include:
Affordable high-quality housing, reliable and affordable public transport
International airport with non-stop flights to all major cities in Europe
First-class public healthcare and public educational system
Parks, recreational areas, and other green spaces constituting 50% of the urban area
Large variety of cultural facilities and leisure activities inside and outside the city
Young, international population & very high penetrance of English as a second language

The monthly minimum (gross) salary for this position amounts to €54.600 per year. Salary and conditions are commensurate to the experience of the candidate and can be negotiated.

Application details

Please submit your comprehensive application, including a detailed letter of motivation and curriculum vitae with contact details of two referees to hr@proxygen.com as a single PDF. Applications will be reviewed on a rolling basis until the position is filled.",-1,Proxygen,Gerasdorf bei Wien,-1,-1,-1,-1,-1,-1,-1
Data Scientist (m/f/d),"Proxygen harnesses the cellular protein quality control system to develop therapies against cancer and other life-threatening diseases. We are focused on particular small molecules called “molecular glue degraders” which mediate recruitment of a disease-causing protein to a ubiquitin ligase where it is ubiquitinated and directed to the proteasome for degradation. Hence, instead of merely blocking the function of harmful proteins, molecular glue degraders enable their complete and selective elimination.

Proxygen is located in the VBC6 Startup Labs, a new co-working space for biotech companies embedded in the Vienna Biocenter campus, one of Europe’s hotspots for life sciences. Within this context, Proxygen creates a vibrant, dynamic, and inclusive work environment with a strong emphasis on collaboration and teamwork.

We are looking for an enthusiastic full-time Data Scientist (f/m/d) excited to join our team.

What exactly we are looking for

PhD in computational biology, bioinformatics or in the life sciences – applicants with a master’s degree and 4+ years of relevant experience will also be considered
Proven scientific track record in the analysis of high-dimensional biological datasets, such as genomics, transcriptomics, and proteomics data (including at least one first author publication)
Extensive knowledge of programming languages such as Python and/or R, as well as bash scripting, familiarity with data visualization packages (matplotlib, seaborn, ggplot) is a plus
Solid background in statistics
Experience in machine learning algorithms, version control (Git) and database management are of advantage
Excellent organizational skills and attention for detail
Good written and oral communication skills in English are required
Positive attitude, reliability, professionalism, and team player mentality

What your main responsibilities will be

Design, implementation, and execution of analysis pipelines for proprietary and public omics datasets, with a focus on next-generation sequencing (CRISPR screens, transcriptomics) and proteomics data
Experimental design, statistical analysis, and interpretation of results in close collaboration with wet-lab scientists
Establishment and maintenance of internal data processing, analysis, and management framework
Internal training in data analysis
Accurate and meticulous recording of work processes and results according to internal documentation practices. Preparation of publication-quality visualizations of results and contribution to external communication and reporting

What we offer

International & multidisciplinary team of scientists consisting of molecular biologists, computational biologists, and chemists
Participation in cutting edge research with the overall goal to improve therapeutic options for cancer patients
Opportunity to contribute to one of the hottest fields in drug discovery
Support of professional development according to individual goals and aspirations
Competitive salary based on the applicant’s skills and experience
Access to state-of-the-art infrastructure
Progression into a team leader role

About Vienna

The Austrian capital has come out on top of “the world’s highest quality of living” rankings for the past ten years and recently won “the world’s greenest city” award in 2020. Reasons for Vienna’s prime positioning include:
Affordable high-quality housing, reliable and affordable public transport
International airport with non-stop flights to all major cities in Europe
First-class public healthcare and public educational system
Parks, recreational areas, and other green spaces constituting 50% of the urban area
Large variety of cultural facilities and leisure activities inside and outside the city
Young, international population & very high penetrance of English as a second language

The monthly minimum (gross) salary for this position amounts to €54.600 per year. Salary and conditions are commensurate to the experience of the candidate and can be negotiated.

Application details

Please submit your comprehensive application, including a detailed letter of motivation and curriculum vitae with contact details of two referees to hr@proxygen.com as a single PDF. Applications will be reviewed on a rolling basis until the position is filled.",-1,Proxygen,Gerasdorf bei Wien,-1,-1,-1,-1,-1,-1,-1
Data Scientist,"At Jabil, we empower the brands who empower the world – it’s our reason for being and the guiding force that’s driving us to become the most technologically advanced manufacturing solutions provider on the planet. Whether we’re serving one of the world’s biggest and best known brands or the coolest tech startups, our resolve never wavers. We share common desires with these brands: to make the world a better, safer and cleaner place.

JOB QUALIFICATIONS
KNOWLEDGE REQUIREMENTS

● Advanced Statistics, operations research/ management, mathematics or business analytics with experience, courses, or project work in an analytic methods such as linear, mixed linear, constraint programming, modeling, simulation, time series analysis, pattern recognition, queuing theory, multivariate analysis, and other various predictive analytics techniques

● Strong written and verbal communication skills and the ability to work effectively in teams and under pressure. Multi-lingual capability is a plus.

● Ability to draw conclusions from data and prescribe actionable and measurable activities.

● Highly motivated and creative, thinking “out of the box”.

● Familiarity with non-relational data frameworks (aka NoSQL, eg. Hive).

● Experience with Apache Pig, Spark systems.

● Strong team mentality, interpersonal and communications skills

● Preferred working directly with management and executives

Preferred experience:
Jupyter Notebook experience (e.g. Anaconda, DataBricks)
Coding in multiple languages: Python a must, but also familiarity with UI frameworks like for presentation layer: Angular/React.JS, Vue.js with Node.js
Alternatively, Plotly/Dash, ShinyApp or Bokeh - presentation frameworks for creating dashboards
Experience with No SQL database especially for document records: Elastic Search, MongoDB, Cosmos DB. Able to update records through programming and ability to query data in custom applications.
Statistics/Analytic capabilities (Anova, t-test, f-test, logging, Big-O notation, etc.)
Data modeling and model analysis; Data Science development; sci-kit learn and open CV, popular python libraries
Cloud computing (AWS, Azure or Google) - know how to use SDKs for data storage access and management through programming code and experience with cli tools. Able to create resources like blob storage, databases and virtual machines.
Software data structure understanding (stacks, hash tables, arrays, queues, trees, linked list) and code optimization knowledge.
CI/CD project development - Agile scrum style software development
Git versioning; know how to merge and commit changes to a branch. Not steps on others code.
Nice to have
Back-end languages like Java or C#
Shell scripting like bash, powershell, ansible or Chef
CI/CD Data Modeling automation, e.g. AWS SageMaker, AirFlow, Kubeflow, Azure ML or Google
Docker, Kubernetes; Use of yaml and dockerfiles files to build Docker containers (Helm Charts and kubectl)
Work location: Job can be performed remotely from Ukraine OR Hungary OR Poland

Jabil, including its subsidiaries, is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identify, age, disability, genetic information, veteran status, or any other characteristic protected by law.",3.8,"Jabil
3.8",Heimarbeit,-1,10000+ Employees,1966,Manufacturing,Electrical & Electronic Manufacturing,$10+ billion (USD),-1
